UMP-45 | Caramel (Factory New)|Consumer Grade|1|UMP-45|0.11|0.28|98.00
Souvenir Tec-9 | Red Quartz (Factory New)|Restricted|202|Tec-9|0.07|0.41|56.00
Five-SeveN | Forest Night (Factory New)|Consumer Grade|203|Five-SeveN|0.54|0.18|114.00
Souvenir Five-SeveN | Forest Night (Factory New)|Consumer Grade|203|Five-SeveN|0.54|0.18|114.00
MAG-7 | Metallic DDPAT (Factory New)|Industrial Grade|204|MAG-7|0.33|0.02|41.00
Souvenir MAG-7 | Metallic DDPAT (Factory New)|Industrial Grade|204|MAG-7|0.33|0.02|41.00
SCAR-20 | Carbon Fiber (Factory New)|Industrial Grade|205|SCAR-20|0.22|0.06|52.00
Souvenir SCAR-20 | Carbon Fiber (Factory New)|Industrial Grade|205|SCAR-20|0.22|0.06|52.00
Sawed-Off | Amber Fade (Factory New)|Mil-Spec|206|Sawed-Off|0.10|0.24|75.00
Souvenir Sawed-Off | Amber Fade (Factory New)|Mil-Spec|206|Sawed-Off|0.10|0.24|75.00
Nova | Polar Mesh (Factory New)|Consumer Grade|207|Nova|0.14|0.08|138.00
Souvenir Nova | Polar Mesh (Factory New)|Consumer Grade|207|Nova|0.14|0.08|138.00
P90 | Ash Wood (Factory New)|Industrial Grade|208|P90|0.13|0.13|106.00
Souvenir P90 | Ash Wood (Factory New)|Industrial Grade|208|P90|0.13|0.13|106.00
PP-Bizon | Urban Dashed (Factory New)|Consumer Grade|209|PP-Bizon|0.13|0.09|111.00
Souvenir PP-Bizon | Urban Dashed (Factory New)|Consumer Grade|209|PP-Bizon|0.13|0.09|111.00
MAC-10 | Candy Apple (Factory New)|Industrial Grade|210|MAC-10|0.00|0.70|174.00
Souvenir MAC-10 | Candy Apple (Factory New)|Industrial Grade|210|MAC-10|0.00|0.70|174.00
M4A4 | Urban DDPAT (Factory New)|Industrial Grade|211|M4A4|0.12|0.09|116.00
Souvenir M4A4 | Urban DDPAT (Factory New)|Industrial Grade|211|M4A4|0.12|0.09|116.00
Five-SeveN | Kami (Factory New)|Mil-Spec|213|Five-SeveN|0.14|0.17|136.00
M249 | Magma (Factory New)|Mil-Spec|214|M249|0.14|0.18|79.00
PP-Bizon | Cobalt Halftone (Factory New)|Mil-Spec|215|PP-Bizon|0.50|0.17|88.00
FAMAS | Pulse (Factory New)|Restricted|216|FAMAS|0.91|0.51|98.00
Dual Berettas | Marina (Factory New)|Restricted|217|Dual Berettas|0.10|0.56|106.00
MP9 | Rose Iron (Factory New)|Restricted|218|MP9|0.06|0.34|70.00
Nova | Rising Skull (Factory New)|Restricted|219|Nova|0.12|0.14|104.00
M4A1-S | Guardian (Factory New)|Classified|220|M4A1-S|0.55|0.15|87.00
P250 | Mehndi (Factory New)|Classified|221|P250|0.06|0.49|136.00
Galil AR | Blue Titanium (Factory New)|Mil-Spec|224|Galil AR|0.56|0.24|79.00
AK-47 | Blue Laminate (Factory New)|Restricted|225|AK-47|0.56|0.08|75.00
Desert Eagle | Cobalt Disruption (Factory New)|Classified|226|Desert Eagle|0.58|0.65|57.00
PP-Bizon | Water Sigil (Factory New)|Mil-Spec|227|PP-Bizon|0.61|0.24|89.00
Nova | Ghost Camo (Factory New)|Mil-Spec|228|Nova|0.75|0.08|73.00
AWP | Electric Hive (Factory New)|Classified|229|AWP|0.98|0.10|68.00
M4A4 | X-Ray (Factory New)|Covert|230|M4A4|0.93|0.06|83.00
G3SG1 | Azure Zebra (Factory New)|Mil-Spec|231|G3SG1|0.59|0.53|89.00
P250 | Steel Disruption (Factory New)|Mil-Spec|232|P250|0.56|0.15|73.00
P90 | Blind Spot (Factory New)|Restricted|233|P90|0.56|0.44|89.00
FAMAS | Afterimage (Factory New)|Classified|234|FAMAS|0.76|0.22|86.00
Five-SeveN | Nightshade (Factory New)|Mil-Spec|235|Five-SeveN|0.50|0.04|92.00
Sawed-Off | The Kraken (Factory New)|Covert|236|Sawed-Off|0.07|0.34|108.00
CZ75-Auto | Crimson Web (Factory New)|Mil-Spec|237|CZ75-Auto|0.01|0.44|89.00
P2000 | Red FragCam (Factory New)|Mil-Spec|238|P2000|0.00|0.44|93.00
Dual Berettas | Panther (Factory New)|Mil-Spec|239|Dual Berettas|0.03|0.31|93.00
USP-S | Stainless (Factory New)|Mil-Spec|240|USP-S|0.17|0.03|34.00
Glock-18 | Blue Fissure (Factory New)|Mil-Spec|241|Glock-18|0.63|0.46|99.00
CZ75-Auto | Tread Plate (Factory New)|Restricted|242|CZ75-Auto|0.25|0.03|58.00
Tec-9 | Titanium Bit (Factory New)|Restricted|243|Tec-9|0.60|0.26|53.00
Desert Eagle | Heirloom (Factory New)|Restricted|244|Desert Eagle|0.11|0.10|63.00
Five-SeveN | Copper Galaxy (Factory New)|Restricted|245|Five-SeveN|0.08|0.37|63.00
CZ75-Auto | The Fuschia Is Now (Factory New)|Classified|246|CZ75-Auto|0.91|0.39|90.00
P250 | Undertow (Factory New)|Classified|247|P250|0.54|0.32|71.00
CZ75-Auto | Victoria (Factory New)|Covert|248|CZ75-Auto|0.17|0.10|51.00
UMP-45 | Corporal (Factory New)|Mil-Spec|249|UMP-45|0.11|0.20|109.00
Negev | Terrain (Factory New)|Mil-Spec|250|Negev|0.44|0.33|67.00
MAG-7 | Heaven Guard (Factory New)|Mil-Spec|252|MAG-7|0.00|0.00|93.00
MAC-10 | Heat (Factory New)|Restricted|253|MAC-10|0.08|0.37|114.00
USP-S | Guardian (Factory New)|Restricted|256|USP-S|0.33|0.05|60.00
Nova | Antique (Factory New)|Classified|259|Nova|0.08|0.28|85.00
AUG | Chameleon (Factory New)|Covert|261|AUG|0.17|0.06|72.00
★ Gut Knife | Vanilla (Factory New)|Covert|262|Gut Knife|0.79|0.04|112.00
★ Gut Knife | Blue Steel (Factory New)|Covert|263|Gut Knife|0.78|0.08|71.00
★ Gut Knife | Boreal Forest (Factory New)|Covert|264|Gut Knife|0.18|0.18|119.00
★ Gut Knife | Case Hardened (Factory New)|Covert|265|Gut Knife|0.10|0.08|131.00
★ Gut Knife | Crimson Web (Factory New)|Covert|266|Gut Knife|0.01|0.45|126.00
★ Gut Knife | Fade (Factory New)|Covert|267|Gut Knife|0.02|0.43|136.00
★ Gut Knife | Forest DDPAT (Factory New)|Covert|268|Gut Knife|0.22|0.21|123.00
★ Gut Knife | Night (Factory New)|Covert|269|Gut Knife|0.56|0.17|88.00
★ Gut Knife | Safari Mesh (Factory New)|Covert|270|Gut Knife|0.21|0.16|114.00
★ Gut Knife | Scorched (Factory New)|Covert|271|Gut Knife|0.11|0.03|100.00
★ Gut Knife | Slaughter (Factory New)|Covert|272|Gut Knife|1.00|0.48|153.00
★ Gut Knife | Stained (Factory New)|Covert|273|Gut Knife|0.92|0.05|110.00
★ Gut Knife | Urban Masked (Factory New)|Covert|274|Gut Knife|0.46|0.05|157.00
★ Flip Knife | Vanilla (Factory New)|Covert|275|Flip Knife|0.56|0.03|111.00
★ Flip Knife | Blue Steel (Factory New)|Covert|276|Flip Knife|0.56|0.16|56.00
★ Flip Knife | Boreal Forest (Factory New)|Covert|277|Flip Knife|0.17|0.19|104.00
★ Flip Knife | Case Hardened (Factory New)|Covert|278|Flip Knife|0.17|0.21|110.00
★ Flip Knife | Crimson Web (Factory New)|Covert|279|Flip Knife|0.01|0.47|112.00
★ Flip Knife | Fade (Factory New)|Covert|280|Flip Knife|0.03|0.32|97.00
★ Flip Knife | Forest DDPAT (Factory New)|Covert|281|Flip Knife|0.20|0.22|109.00
★ Flip Knife | Night (Factory New)|Covert|282|Flip Knife|0.54|0.12|78.00
★ Flip Knife | Safari Mesh (Factory New)|Covert|283|Flip Knife|0.18|0.19|108.00
★ Flip Knife | Scorched (Factory New)|Covert|284|Flip Knife|0.17|0.03|66.00
★ Flip Knife | Slaughter (Factory New)|Covert|285|Flip Knife|0.01|0.42|112.00
★ Flip Knife | Stained (Factory New)|Covert|286|Flip Knife|0.47|0.06|84.00
★ Flip Knife | Urban Masked (Factory New)|Covert|287|Flip Knife|0.29|0.03|157.00
★ Bayonet | Vanilla (Factory New)|Covert|288|Bayonet|0.58|0.07|182.00
★ Bayonet | Blue Steel (Factory New)|Covert|289|Bayonet|0.56|0.17|70.00
★ Bayonet | Boreal Forest (Factory New)|Covert|290|Bayonet|0.18|0.21|116.00
★ Bayonet | Case Hardened (Factory New)|Covert|291|Bayonet|0.19|0.16|141.00
★ Bayonet | Crimson Web (Factory New)|Covert|292|Bayonet|0.01|0.53|137.00
★ Bayonet | Fade (Factory New)|Covert|293|Bayonet|0.04|0.31|121.00
★ Bayonet | Forest DDPAT (Factory New)|Covert|294|Bayonet|0.18|0.22|125.00
★ Bayonet | Night (Factory New)|Covert|295|Bayonet|0.56|0.11|85.00
★ Bayonet | Safari Mesh (Factory New)|Covert|296|Bayonet|0.17|0.19|122.00
★ Bayonet | Scorched (Factory New)|Covert|297|Bayonet|0.12|0.04|89.00
★ Bayonet | Slaughter (Factory New)|Covert|298|Bayonet|0.00|0.47|146.00
★ Bayonet | Stained (Factory New)|Covert|299|Bayonet|0.50|0.06|107.00
★ Bayonet | Urban Masked (Factory New)|Covert|300|Bayonet|0.30|0.03|167.00
★ M9 Bayonet | Vanilla (Factory New)|Covert|301|M9 Bayonet|0.57|0.14|111.00
★ M9 Bayonet | Blue Steel (Factory New)|Covert|302|M9 Bayonet|0.60|0.28|61.00
★ M9 Bayonet | Boreal Forest (Factory New)|Covert|303|M9 Bayonet|0.20|0.20|108.00
★ M9 Bayonet | Case Hardened (Factory New)|Covert|304|M9 Bayonet|0.13|0.19|124.00
★ M9 Bayonet | Crimson Web (Factory New)|Covert|305|M9 Bayonet|0.00|0.55|131.00
★ M9 Bayonet | Fade (Factory New)|Covert|306|M9 Bayonet|0.02|0.35|117.00
★ M9 Bayonet | Forest DDPAT (Factory New)|Covert|307|M9 Bayonet|0.20|0.19|118.00
★ M9 Bayonet | Night (Factory New)|Covert|308|M9 Bayonet|0.56|0.14|78.00
★ M9 Bayonet | Safari Mesh (Factory New)|Covert|309|M9 Bayonet|0.20|0.18|112.00
★ M9 Bayonet | Scorched (Factory New)|Covert|310|M9 Bayonet|0.08|0.02|82.00
★ M9 Bayonet | Slaughter (Factory New)|Covert|311|M9 Bayonet|0.99|0.50|137.00
★ M9 Bayonet | Stained (Factory New)|Covert|312|M9 Bayonet|0.57|0.12|100.00
★ M9 Bayonet | Urban Masked (Factory New)|Covert|313|M9 Bayonet|0.47|0.04|144.00
★ Karambit | Vanilla (Factory New)|Covert|314|Karambit|0.61|0.05|64.00
★ Karambit | Blue Steel (Factory New)|Covert|315|Karambit|0.57|0.15|124.00
★ Karambit | Boreal Forest (Factory New)|Covert|316|Karambit|0.28|0.19|111.00
★ Karambit | Case Hardened (Factory New)|Covert|317|Karambit|0.22|0.07|150.00
★ Karambit | Crimson Web (Factory New)|Covert|318|Karambit|0.00|0.33|117.00
★ Karambit | Fade (Factory New)|Covert|319|Karambit|0.89|0.18|138.00
★ Karambit | Forest DDPAT (Factory New)|Covert|320|Karambit|0.17|0.17|109.00
★ Karambit | Night (Factory New)|Covert|321|Karambit|0.56|0.10|78.00
★ Karambit | Safari Mesh (Factory New)|Covert|322|Karambit|0.20|0.17|115.00
★ Karambit | Scorched (Factory New)|Covert|323|Karambit|0.12|0.03|136.00
★ Karambit | Slaughter (Factory New)|Covert|324|Karambit|0.99|0.28|157.00
★ Karambit | Stained (Factory New)|Covert|325|Karambit|0.56|0.09|125.00
★ Karambit | Urban Masked (Factory New)|Covert|326|Karambit|0.48|0.04|156.00
Tec-9 | Isaac (Factory New)|Mil-Spec|327|Tec-9|0.02|0.24|63.00
Dual Berettas | Retribution (Factory New)|Mil-Spec|329|Dual Berettas|0.17|0.29|78.00
Galil AR | Kami (Factory New)|Mil-Spec|330|Galil AR|0.13|0.15|142.00
P90 | Desert Warfare (Factory New)|Mil-Spec|331|P90|0.14|0.25|88.00
CZ75-Auto | Poison Dart (Factory New)|Mil-Spec|332|CZ75-Auto|0.57|0.11|46.00
AUG | Torque (Factory New)|Restricted|333|AUG|0.21|0.05|78.00
PP-Bizon | Antique (Factory New)|Restricted|334|PP-Bizon|0.08|0.37|78.00
MAC-10 | Curse (Factory New)|Restricted|335|MAC-10|0.04|0.38|144.00
XM1014 | Heaven Guard (Factory New)|Restricted|336|XM1014|0.96|0.08|102.00
M4A1-S | Atomic Alloy (Factory New)|Classified|337|M4A1-S|0.05|0.55|65.00
SCAR-20 | Cyrex (Factory New)|Classified|338|SCAR-20|0.06|0.15|78.00
USP-S | Orion (Factory New)|Classified|339|USP-S|0.08|0.48|99.00
AK-47 | Vulcan (Factory New)|Covert|340|AK-47|0.20|0.05|98.00
M4A4 | Howl (Factory New)|Contraband|341|M4A4|0.04|0.53|114.00
P250 | Franklin (Factory New)|Classified|342|P250|0.16|0.13|132.00
AK-47 | Emerald Pinstripe (Factory New)|Restricted|343|AK-47|0.21|0.06|70.00
CZ75-Auto | Tuxedo (Factory New)|Mil-Spec|344|CZ75-Auto|0.15|0.12|131.00
Desert Eagle | Meteorite (Factory New)|Mil-Spec|345|Desert Eagle|0.12|0.22|32.00
G3SG1 | Green Apple (Factory New)|Industrial Grade|346|G3SG1|0.27|0.35|99.00
Galil AR | Tuxedo (Factory New)|Mil-Spec|347|Galil AR|0.15|0.10|154.00
MAC-10 | Silver (Factory New)|Industrial Grade|349|MAC-10|0.17|0.04|95.00
MP7 | Forest DDPAT (Factory New)|Consumer Grade|350|MP7|0.15|0.27|103.00
Negev | Army Sheen (Factory New)|Consumer Grade|351|Negev|0.19|0.11|63.00
Nova | Caged Steel (Factory New)|Industrial Grade|352|Nova|0.42|0.04|51.00
Sawed-Off | Forest DDPAT (Factory New)|Consumer Grade|353|Sawed-Off|0.15|0.27|100.00
SG 553 | Army Sheen (Factory New)|Consumer Grade|354|SG 553|0.15|0.11|71.00
Tec-9 | Urban DDPAT (Factory New)|Consumer Grade|355|Tec-9|0.12|0.08|84.00
UMP-45 | Carbon Fiber (Factory New)|Industrial Grade|356|UMP-45|0.17|0.05|39.00
★ Huntsman Knife | Vanilla (Factory New)|Covert|357|Huntsman Knife|0.62|0.06|70.00
★ Huntsman Knife | Blue Steel (Factory New)|Covert|358|Huntsman Knife|0.57|0.25|135.00
★ Huntsman Knife | Boreal Forest (Factory New)|Covert|359|Huntsman Knife|0.20|0.17|104.00
★ Huntsman Knife | Case Hardened (Factory New)|Covert|360|Huntsman Knife|0.50|0.06|168.00
★ Huntsman Knife | Crimson Web (Factory New)|Covert|361|Huntsman Knife|0.01|0.45|132.00
★ Huntsman Knife | Fade (Factory New)|Covert|362|Huntsman Knife|0.10|0.33|191.00
★ Huntsman Knife | Forest DDPAT (Factory New)|Covert|363|Huntsman Knife|0.18|0.17|111.00
★ Huntsman Knife | Night (Factory New)|Covert|364|Huntsman Knife|0.57|0.13|75.00
★ Huntsman Knife | Safari Mesh (Factory New)|Covert|365|Huntsman Knife|0.19|0.16|111.00
★ Huntsman Knife | Scorched (Factory New)|Covert|366|Huntsman Knife|0.10|0.04|139.00
★ Huntsman Knife | Slaughter (Factory New)|Covert|367|Huntsman Knife|0.99|0.37|195.00
★ Huntsman Knife | Stained (Factory New)|Covert|368|Huntsman Knife|0.57|0.12|159.00
★ Huntsman Knife | Urban Masked (Factory New)|Covert|369|Huntsman Knife|0.47|0.04|141.00
CZ75-Auto | Twist (Factory New)|Mil-Spec|370|CZ75-Auto|0.50|0.03|72.00
P90 | Module (Factory New)|Mil-Spec|371|P90|0.53|0.41|75.00
P2000 | Pulse (Factory New)|Mil-Spec|372|P2000|0.41|0.34|94.00
MAC-10 | Tatter (Factory New)|Restricted|373|MAC-10|0.05|0.30|105.00
USP-S | Caiman (Factory New)|Classified|374|USP-S|0.17|0.05|57.00
M4A4 | Desert-Strike (Factory New)|Covert|375|M4A4|0.11|0.22|83.00
M4A1-S | Cyrex (Factory New)|Covert|376|M4A1-S|0.02|0.24|92.00
MP7 | Urban Hazard (Factory New)|Mil-Spec|377|MP7|0.07|0.35|97.00
Negev | Desert-Strike (Factory New)|Mil-Spec|378|Negev|0.12|0.22|88.00
Nova | Koi (Factory New)|Restricted|379|Nova|0.06|0.22|116.00
P250 | Supernova (Factory New)|Restricted|380|P250|0.07|0.22|64.00
SSG 08 | Abyss (Factory New)|Mil-Spec|381|SSG 08|0.56|0.18|61.00
UMP-45 | Labyrinth (Factory New)|Mil-Spec|382|UMP-45|0.12|0.17|160.00
PP-Bizon | Osiris (Factory New)|Restricted|383|PP-Bizon|0.11|0.30|96.00
CZ75-Auto | Tigris (Factory New)|Restricted|384|CZ75-Auto|0.08|0.48|82.00
Desert Eagle | Conspiracy (Factory New)|Classified|385|Desert Eagle|0.12|0.14|59.00
Five-SeveN | Fowl Play (Factory New)|Classified|386|Five-SeveN|0.45|0.13|75.00
Glock-18 | Water Elemental (Factory New)|Classified|387|Glock-18|0.88|0.11|105.00
P2000 | Ivory (Factory New)|Mil-Spec|388|P2000|0.17|0.13|93.00
P90 | Asiimov (Factory New)|Covert|389|P90|0.07|0.31|162.00
P90 | Leather (Factory New)|Industrial Grade|390|P90|0.06|0.37|97.00
MAC-10 | Commuter (Factory New)|Industrial Grade|391|MAC-10|0.11|0.32|104.00
Sawed-Off | First Class (Factory New)|Mil-Spec|392|Sawed-Off|0.22|0.05|55.00
P2000 | Coach Class (Factory New)|Industrial Grade|393|P2000|0.10|0.21|89.00
USP-S | Business Class (Factory New)|Mil-Spec|394|USP-S|0.08|0.27|67.00
G3SG1 | Contractor (Factory New)|Consumer Grade|395|G3SG1|0.22|0.11|82.00
MP7 | Olive Plaid (Factory New)|Consumer Grade|396|MP7|0.13|0.27|116.00
CZ75-Auto | Green Plaid (Factory New)|Consumer Grade|397|CZ75-Auto|0.22|0.18|82.00
MP9 | Green Plaid (Factory New)|Consumer Grade|398|MP9|0.21|0.20|74.00
SSG 08 | Sand Dune (Factory New)|Consumer Grade|399|SSG 08|0.12|0.22|114.00
SG 553 | Traveler (Factory New)|Industrial Grade|400|SG 553|0.09|0.24|90.00
XM1014 | Red Leather (Factory New)|Mil-Spec|401|XM1014|0.03|0.28|85.00
Desert Eagle | Pilot (Factory New)|Restricted|402|Desert Eagle|0.13|0.17|77.00
AK-47 | Jet Set (Factory New)|Classified|403|AK-47|0.11|0.16|89.00
AK-47 | First Class (Factory New)|Restricted|404|AK-47|0.29|0.06|69.00
AWP | Dragon Lore (Factory New)|Covert|405|AWP|0.10|0.40|95.00
Souvenir AWP | Dragon Lore (Factory New)|Covert|405|AWP|0.10|0.40|95.00
P90 | Storm (Factory New)|Consumer Grade|406|P90|0.43|0.07|136.00
Souvenir P90 | Storm (Factory New)|Consumer Grade|406|P90|0.43|0.07|136.00
UMP-45 | Indigo (Factory New)|Consumer Grade|407|UMP-45|0.62|0.39|159.00
Souvenir UMP-45 | Indigo (Factory New)|Consumer Grade|407|UMP-45|0.62|0.39|159.00
MAC-10 | Indigo (Factory New)|Consumer Grade|408|MAC-10|0.62|0.40|154.00
Souvenir MAC-10 | Indigo (Factory New)|Consumer Grade|408|MAC-10|0.62|0.40|154.00
SCAR-20 | Storm (Factory New)|Consumer Grade|409|SCAR-20|0.48|0.07|107.00
Souvenir SCAR-20 | Storm (Factory New)|Consumer Grade|409|SCAR-20|0.48|0.07|107.00
USP-S | Royal Blue (Factory New)|Industrial Grade|410|USP-S|0.65|0.53|70.00
Souvenir USP-S | Royal Blue (Factory New)|Industrial Grade|410|USP-S|0.65|0.53|70.00
Dual Berettas | Briar (Factory New)|Consumer Grade|411|Dual Berettas|0.21|0.30|70.00
Souvenir Dual Berettas | Briar (Factory New)|Consumer Grade|411|Dual Berettas|0.21|0.30|70.00
Nova | Green Apple (Factory New)|Industrial Grade|412|Nova|0.27|0.34|104.00
Souvenir Nova | Green Apple (Factory New)|Industrial Grade|412|Nova|0.27|0.34|104.00
MAG-7 | Silver (Factory New)|Industrial Grade|413|MAG-7|0.17|0.06|97.00
Souvenir MAG-7 | Silver (Factory New)|Industrial Grade|413|MAG-7|0.17|0.06|97.00
MP9 | Dark Age (Factory New)|Mil-Spec|414|MP9|0.17|0.06|53.00
Souvenir MP9 | Dark Age (Factory New)|Mil-Spec|414|MP9|0.17|0.06|53.00
Desert Eagle | Hand Cannon (Factory New)|Restricted|415|Desert Eagle|0.41|0.25|64.00
Souvenir Desert Eagle | Hand Cannon (Factory New)|Restricted|415|Desert Eagle|0.41|0.25|64.00
P2000 | Chainmail (Factory New)|Mil-Spec|416|P2000|0.13|0.12|85.00
Souvenir P2000 | Chainmail (Factory New)|Mil-Spec|416|P2000|0.13|0.12|85.00
Sawed-Off | Rust Coat (Factory New)|Industrial Grade|417|Sawed-Off|0.07|0.10|67.00
Souvenir Sawed-Off | Rust Coat (Factory New)|Industrial Grade|417|Sawed-Off|0.07|0.10|67.00
M4A1-S | Knight (Factory New)|Classified|418|M4A1-S|0.14|0.12|58.00
Souvenir M4A1-S | Knight (Factory New)|Classified|418|M4A1-S|0.14|0.12|58.00
CZ75-Auto | Chalice (Factory New)|Restricted|419|CZ75-Auto|0.68|0.31|62.00
Souvenir CZ75-Auto | Chalice (Factory New)|Restricted|419|CZ75-Auto|0.68|0.31|62.00
M4A1-S | Master Piece (Factory New)|Classified|420|M4A1-S|0.45|0.07|94.00
Souvenir M4A1-S | Master Piece (Factory New)|Classified|420|M4A1-S|0.45|0.07|94.00
Desert Eagle | Urban DDPAT (Factory New)|Industrial Grade|421|Desert Eagle|0.11|0.09|97.00
Souvenir Desert Eagle | Urban DDPAT (Factory New)|Industrial Grade|421|Desert Eagle|0.11|0.09|97.00
MP7 | Gunsmoke (Factory New)|Industrial Grade|422|MP7|0.09|0.22|129.00
Souvenir MP7 | Gunsmoke (Factory New)|Industrial Grade|422|MP7|0.09|0.22|129.00
Glock-18 | Night (Factory New)|Industrial Grade|423|Glock-18|0.50|0.06|68.00
Souvenir Glock-18 | Night (Factory New)|Industrial Grade|423|Glock-18|0.50|0.06|68.00
P2000 | Grassland (Factory New)|Industrial Grade|424|P2000|0.11|0.36|201.00
Souvenir P2000 | Grassland (Factory New)|Industrial Grade|424|P2000|0.11|0.36|201.00
CZ75-Auto | Nitro (Factory New)|Mil-Spec|425|CZ75-Auto|0.06|0.40|146.00
Souvenir CZ75-Auto | Nitro (Factory New)|Mil-Spec|425|CZ75-Auto|0.06|0.40|146.00
Sawed-Off | Sage Spray (Factory New)|Consumer Grade|426|Sawed-Off|0.13|0.20|147.00
Souvenir Sawed-Off | Sage Spray (Factory New)|Consumer Grade|426|Sawed-Off|0.13|0.20|147.00
UMP-45 | Scorched (Factory New)|Consumer Grade|427|UMP-45|0.07|0.10|48.00
Souvenir UMP-45 | Scorched (Factory New)|Consumer Grade|427|UMP-45|0.07|0.10|48.00
M249 | Contrast Spray (Factory New)|Consumer Grade|428|M249|0.12|0.09|129.00
Souvenir M249 | Contrast Spray (Factory New)|Consumer Grade|428|M249|0.12|0.09|129.00
MAG-7 | Storm (Factory New)|Consumer Grade|429|MAG-7|0.38|0.09|169.00
Souvenir MAG-7 | Storm (Factory New)|Consumer Grade|429|MAG-7|0.38|0.09|169.00
MP9 | Storm (Factory New)|Consumer Grade|430|MP9|0.33|0.09|191.00
Souvenir MP9 | Storm (Factory New)|Consumer Grade|430|MP9|0.33|0.09|191.00
XM1014 | VariCamo Blue (Factory New)|Mil-Spec|431|XM1014|0.55|0.33|91.00
Souvenir XM1014 | VariCamo Blue (Factory New)|Mil-Spec|431|XM1014|0.55|0.33|91.00
AWP | Pink DDPAT (Factory New)|Restricted|432|AWP|0.93|0.07|70.00
Souvenir AWP | Pink DDPAT (Factory New)|Restricted|432|AWP|0.93|0.07|70.00
USP-S | Road Rash (Factory New)|Restricted|433|USP-S|0.23|0.12|137.00
Souvenir USP-S | Road Rash (Factory New)|Restricted|433|USP-S|0.23|0.12|137.00
SSG 08 | Detour (Factory New)|Mil-Spec|434|SSG 08|0.17|0.08|85.00
Souvenir SSG 08 | Detour (Factory New)|Mil-Spec|434|SSG 08|0.17|0.08|85.00
★ Butterfly Knife | Vanilla (Factory New)|Covert|435|Butterfly Knife|0.59|0.13|85.00
★ Butterfly Knife | Blue Steel (Factory New)|Covert|436|Butterfly Knife|0.58|0.20|54.00
★ Butterfly Knife | Boreal Forest (Factory New)|Covert|437|Butterfly Knife|0.33|0.22|99.00
★ Butterfly Knife | Case Hardened (Factory New)|Covert|438|Butterfly Knife|0.15|0.10|88.00
★ Butterfly Knife | Crimson Web (Factory New)|Covert|439|Butterfly Knife|1.00|0.37|91.00
★ Butterfly Knife | Fade (Factory New)|Covert|440|Butterfly Knife|0.05|0.41|87.00
★ Butterfly Knife | Forest DDPAT (Factory New)|Covert|441|Butterfly Knife|0.16|0.17|88.00
★ Butterfly Knife | Night (Factory New)|Covert|442|Butterfly Knife|0.60|0.10|67.00
★ Butterfly Knife | Safari Mesh (Factory New)|Covert|443|Butterfly Knife|0.19|0.18|100.00
★ Butterfly Knife | Scorched (Factory New)|Covert|444|Butterfly Knife|0.11|0.04|76.00
★ Butterfly Knife | Slaughter (Factory New)|Covert|445|Butterfly Knife|0.99|0.42|96.00
★ Butterfly Knife | Stained (Factory New)|Covert|446|Butterfly Knife|0.58|0.13|77.00
★ Butterfly Knife | Urban Masked (Factory New)|Covert|447|Butterfly Knife|0.50|0.05|131.00
M4A4 | Bullet Rain (Factory New)|Covert|448|M4A4|0.07|0.20|122.00
P2000 | Corticera (Factory New)|Classified|449|P2000|0.19|0.19|94.00
AWP | Corticera (Factory New)|Classified|450|AWP|0.56|0.09|69.00
AK-47 | Jaguar (Factory New)|Covert|451|AK-47|0.11|0.27|108.00
Nova | Bloomstick (Factory New)|Classified|452|Nova|0.02|0.33|91.00
AUG | Bengal Tiger (Factory New)|Classified|453|AUG|0.09|0.18|82.00
Desert Eagle | Crimson Web (Factory New)|Restricted|454|Desert Eagle|0.00|0.75|106.00
Glock-18 | Steel Disruption (Factory New)|Restricted|455|Glock-18|0.53|0.08|73.00
MP7 | Ocean Foam (Factory New)|Restricted|456|MP7|0.60|0.27|66.00
PP-Bizon | Blue Streak (Factory New)|Restricted|457|PP-Bizon|0.54|0.47|99.00
Negev | Bratatat (Factory New)|Mil-Spec|459|Negev|0.08|0.25|84.00
CZ75-Auto | Hexane (Factory New)|Mil-Spec|460|CZ75-Auto|0.58|0.29|66.00
USP-S | Blood Tiger (Factory New)|Mil-Spec|461|USP-S|0.09|0.25|67.00
MAC-10 | Ultraviolet (Factory New)|Mil-Spec|462|MAC-10|0.75|0.17|58.00
P90 | Virus (Factory New)|Restricted|464|P90|0.18|0.21|77.00
Galil AR | Cerberus (Factory New)|Restricted|465|Galil AR|0.18|0.43|103.00
Souvenir Galil AR | Cerberus (Factory New)|Restricted|465|Galil AR|0.18|0.43|103.00
Tec-9 | Toxic (Factory New)|Mil-Spec|466|Tec-9|0.10|0.49|97.00
Souvenir Tec-9 | Toxic (Factory New)|Mil-Spec|466|Tec-9|0.10|0.49|97.00
Glock-18 | Reactor (Factory New)|Mil-Spec|467|Glock-18|0.10|0.53|81.00
Souvenir Glock-18 | Reactor (Factory New)|Mil-Spec|467|Glock-18|0.10|0.53|81.00
XM1014 | Bone Machine (Factory New)|Mil-Spec|468|XM1014|0.18|0.21|78.00
Souvenir XM1014 | Bone Machine (Factory New)|Mil-Spec|468|XM1014|0.18|0.21|78.00
MAC-10 | Nuclear Garden (Factory New)|Mil-Spec|469|MAC-10|0.20|0.55|87.00
Souvenir MAC-10 | Nuclear Garden (Factory New)|Mil-Spec|469|MAC-10|0.20|0.55|87.00
AUG | Radiation Hazard (Factory New)|Industrial Grade|470|AUG|0.10|0.07|74.00
